2025-06-23 08:29:59 | INFO | PID:19344 | Starting worker url_rewriter_para_request_worker for queue article-request-queue
2025-06-23 09:04:02 | WARNING | PID:24908 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:04:02 | WARNING | PID:24908 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:04:02 | WARNING | PID:24908 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:04:02 | WARNING | PID:24908 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:04:02 | WARNING | PID:24908 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:04:02 | WARNING | PID:24908 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:04:02 | WARNING | PID:24908 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:04:02 | WARNING | PID:24908 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:04:02 | WARNING | PID:24908 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:04:02 | WARNING | PID:24908 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:04:02 | WARNING | PID:24908 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:04:02 | WARNING | PID:24908 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:04:02 | WARNING | PID:24908 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:04:02 | WARNING | PID:24908 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:04:02 | WARNING | PID:24908 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:04:02 | INFO | PID:24908 | Worker instance created
2025-06-23 09:04:02 | INFO | PID:24908 | Registered worker process 24908 in registry
2025-06-23 09:04:02 | INFO | PID:24908 | Starting consuming on article-request-queue
2025-06-23 09:04:03 | INFO | PID:24908 | Started url_rewriter_para_request_worker on queue: article-request-queue
2025-06-23 09:04:03 | INFO | PID:24908 | Started url_rewriter_para_request_worker with PID: 24908, queue: article-request-queue
2025-06-23 09:04:07 | WARNING | PID:24908 | No open connection/channel: connecting...
2025-06-23 09:04:07 | INFO | PID:24908 | Successfully connected on attempt 1
2025-06-23 09:04:07 | INFO | PID:24908 | Consumer registered on queue: article-request-queue
2025-06-23 09:04:07 | INFO | PID:24908 | Starting consuming on article-request-queue
2025-06-23 09:04:24 | INFO | PID:24908 | Processing message from queue: article-request-queue
2025-06-23 09:04:42 | INFO | PID:24908 | Successfully authenticated with API
2025-06-23 09:04:42 | INFO | PID:24908 | Making GET request to /api/article-type/replace-output-variable/ (Attempt 1/3)
2025-06-23 09:04:44 | INFO | PID:24908 | Successfully authenticated with API
2025-06-23 09:04:44 | INFO | PID:24908 | Making GET request to /api/supportive-prompt/replace-output-variable/ (Attempt 1/3)
2025-06-23 09:04:49 | INFO | PID:24908 | Successfully authenticated with API
2025-06-23 09:04:49 | INFO | PID:24908 | Making POST request to /message-service-api/ai-message/add/ (Attempt 1/3)
2025-06-23 09:06:37 | INFO | PID:24908 | Making update request to endpoint: /message-service-api/ai-message/update/a1d409b7-9194-43f2-a593-1d031a6fcf5c/ae3b85fb-0742-42e6-a5ac-acf3f2f034e9/
2025-06-23 09:06:38 | INFO | PID:24908 | Successfully authenticated with API
2025-06-23 09:06:38 | INFO | PID:24908 | Making PATCH request to /message-service-api/ai-message/update/a1d409b7-9194-43f2-a593-1d031a6fcf5c/ae3b85fb-0742-42e6-a5ac-acf3f2f034e9/ (Attempt 1/3)
2025-06-23 09:06:39 | INFO | PID:24908 | xxxxxxxxxxxxxxxxxxxxxxxxx url_rewriter_para_request_worker xxxxxxxxxxxxxxxxxxxxxxxxx
2025-06-23 09:06:39 | INFO | PID:24908 | Message processed in 134.72 seconds
2025-06-23 09:06:39 | INFO | PID:24908 | Message acknowledged
2025-06-23 09:06:44 | WARNING | PID:24908 | No open connection/channel: connecting...
2025-06-23 09:06:44 | INFO | PID:24908 | Successfully connected on attempt 1
2025-06-23 09:06:44 | INFO | PID:24908 | Consumer registered on queue: article-request-queue
2025-06-23 09:06:44 | INFO | PID:24908 | Starting consuming on article-request-queue
2025-06-23 09:19:14 | INFO | PID:37008 | Starting worker url_rewriter_para_request_worker for queue article-request-queue
2025-06-23 09:19:14 | INFO | PID:37008 | Created new channel
2025-06-23 09:19:14 | INFO | PID:37008 | Declared queue: article-request-queue
2025-06-23 09:19:15 | INFO | PID:37008 | Available workers: ['testworker', 'url_rewriter_para_request_worker', 'url_rewriter_para_response_worker']
2025-06-23 09:19:15 | INFO | PID:37008 | Found worker class: UrlRewriterParallelWorker
2025-06-23 09:19:15 | WARNING | PID:37008 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:19:15 | WARNING | PID:37008 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:19:15 | WARNING | PID:37008 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:19:15 | WARNING | PID:37008 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:19:15 | WARNING | PID:37008 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:19:15 | WARNING | PID:37008 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:19:15 | WARNING | PID:37008 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:19:15 | WARNING | PID:37008 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:19:15 | WARNING | PID:37008 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:19:15 | WARNING | PID:37008 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:19:15 | WARNING | PID:37008 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:19:15 | WARNING | PID:37008 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:19:15 | WARNING | PID:37008 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:19:15 | WARNING | PID:37008 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:19:15 | WARNING | PID:37008 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:19:15 | WARNING | PID:37008 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:19:15 | WARNING | PID:37008 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:19:15 | WARNING | PID:37008 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:19:15 | WARNING | PID:37008 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:19:15 | WARNING | PID:37008 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:19:15 | INFO | PID:37008 | Worker instance created
2025-06-23 09:19:15 | INFO | PID:37008 | Registered worker process 37008 in registry
2025-06-23 09:19:15 | INFO | PID:37008 | Starting consuming on article-request-queue
2025-06-23 09:19:15 | INFO | PID:37008 | Started url_rewriter_para_request_worker on queue: article-request-queue
2025-06-23 09:19:15 | INFO | PID:37008 | Started url_rewriter_para_request_worker with PID: 37008, queue: article-request-queue
2025-06-23 09:19:20 | WARNING | PID:37008 | No open connection/channel: connecting...
2025-06-23 09:19:20 | INFO | PID:37008 | Successfully connected on attempt 1
2025-06-23 09:19:20 | INFO | PID:37008 | Consumer registered on queue: article-request-queue
2025-06-23 09:19:20 | INFO | PID:37008 | Starting consuming on article-request-queue
2025-06-23 09:19:38 | INFO | PID:37008 | Processing message from queue: article-request-queue
2025-06-23 09:19:54 | INFO | PID:37008 | Successfully authenticated with API
2025-06-23 09:19:54 | INFO | PID:37008 | Making GET request to /api/article-type/replace-output-variable/ (Attempt 1/3)
2025-06-23 09:19:56 | INFO | PID:37008 | Successfully authenticated with API
2025-06-23 09:19:56 | INFO | PID:37008 | Making GET request to /api/supportive-prompt/replace-output-variable/ (Attempt 1/3)
2025-06-23 09:20:04 | INFO | PID:37008 | Successfully authenticated with API
2025-06-23 09:20:04 | INFO | PID:37008 | Making POST request to /message-service-api/ai-message/add/ (Attempt 1/3)
2025-06-23 09:21:46 | INFO | PID:19788 | Starting worker url_rewriter_para_request_worker for queue article-request-queue
2025-06-23 09:21:46 | INFO | PID:19788 | Created new channel
2025-06-23 09:21:46 | INFO | PID:19788 | Declared queue: article-request-queue
2025-06-23 09:21:46 | INFO | PID:19788 | Available workers: ['testworker', 'url_rewriter_para_request_worker', 'url_rewriter_para_response_worker']
2025-06-23 09:21:46 | INFO | PID:19788 | Found worker class: UrlRewriterParallelWorker
2025-06-23 09:21:46 | WARNING | PID:19788 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:21:46 | WARNING | PID:19788 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:21:46 | WARNING | PID:19788 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:21:46 | WARNING | PID:19788 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:21:46 | WARNING | PID:19788 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:21:46 | WARNING | PID:19788 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:21:46 | WARNING | PID:19788 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:21:46 | WARNING | PID:19788 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:21:46 | WARNING | PID:19788 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:21:46 | WARNING | PID:19788 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:21:46 | WARNING | PID:19788 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:21:46 | WARNING | PID:19788 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:21:46 | WARNING | PID:19788 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:21:46 | WARNING | PID:19788 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:21:46 | WARNING | PID:19788 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:21:46 | WARNING | PID:19788 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:21:46 | WARNING | PID:19788 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:21:46 | WARNING | PID:19788 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:21:46 | WARNING | PID:19788 | Detected localhost connection - disabling SSL verification for development
2025-06-23 09:21:46 | WARNING | PID:19788 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-23 09:21:46 | INFO | PID:19788 | Worker instance created
2025-06-23 09:21:46 | INFO | PID:19788 | Registered worker process 19788 in registry
2025-06-23 09:21:46 | INFO | PID:19788 | Starting consuming on article-request-queue
2025-06-23 09:21:47 | INFO | PID:19788 | Started url_rewriter_para_request_worker on queue: article-request-queue
2025-06-23 09:21:47 | INFO | PID:19788 | Started url_rewriter_para_request_worker with PID: 19788, queue: article-request-queue
2025-06-23 09:21:51 | WARNING | PID:19788 | No open connection/channel: connecting...
2025-06-23 09:21:51 | INFO | PID:19788 | Successfully connected on attempt 1
2025-06-23 09:21:51 | INFO | PID:19788 | Consumer registered on queue: article-request-queue
2025-06-23 09:21:51 | INFO | PID:19788 | Starting consuming on article-request-queue
2025-06-23 09:21:51 | INFO | PID:19788 | Processing message from queue: article-request-queue
2025-06-23 09:22:01 | INFO | PID:19788 | Successfully authenticated with API
2025-06-23 09:22:01 | INFO | PID:19788 | Making GET request to /api/article-type/replace-output-variable/ (Attempt 1/3)
2025-06-23 09:22:03 | INFO | PID:19788 | Successfully authenticated with API
2025-06-23 09:22:03 | INFO | PID:19788 | Making GET request to /api/supportive-prompt/replace-output-variable/ (Attempt 1/3)
2025-06-23 09:22:08 | INFO | PID:19788 | Successfully authenticated with API
2025-06-23 09:22:08 | INFO | PID:19788 | Making POST request to /message-service-api/ai-message/add/ (Attempt 1/3)
2025-06-23 09:23:41 | INFO | PID:19788 | Making update request to endpoint: /message-service-api/ai-message/update/a1d409b7-9194-43f2-a593-1d031a6fcf5c/496b32d5-9cf9-4815-82cf-84120d0a038f/
2025-06-23 09:23:43 | INFO | PID:19788 | Successfully authenticated with API
2025-06-23 09:23:43 | INFO | PID:19788 | Making PATCH request to /message-service-api/ai-message/update/a1d409b7-9194-43f2-a593-1d031a6fcf5c/496b32d5-9cf9-4815-82cf-84120d0a038f/ (Attempt 1/3)
2025-06-23 09:23:43 | INFO | PID:19788 | xxxxxxxxxxxxxxxxxxxxxxxxx url_rewriter_para_request_worker xxxxxxxxxxxxxxxxxxxxxxxxx
2025-06-23 09:23:43 | INFO | PID:19788 | Message processed in 111.96 seconds
2025-06-23 09:23:43 | INFO | PID:19788 | Message acknowledged
2025-06-23 09:23:43 | INFO | PID:19788 | Processing message from queue: article-request-queue
2025-06-23 09:23:52 | INFO | PID:19788 | Making GET request to /api/article-type/replace-output-variable/ (Attempt 1/3)
2025-06-23 09:23:52 | INFO | PID:19788 | Making GET request to /api/supportive-prompt/replace-output-variable/ (Attempt 1/3)
2025-06-23 09:23:57 | INFO | PID:19788 | Making POST request to /message-service-api/ai-message/add/ (Attempt 1/3)
2025-06-23 09:25:30 | INFO | PID:19788 | Making update request to endpoint: /message-service-api/ai-message/update/a1d409b7-9194-43f2-a593-1d031a6fcf5c/8229871c-4d3c-4e65-9ee7-0d8c11937e0d/
2025-06-23 09:25:30 | INFO | PID:19788 | Making PATCH request to /message-service-api/ai-message/update/a1d409b7-9194-43f2-a593-1d031a6fcf5c/8229871c-4d3c-4e65-9ee7-0d8c11937e0d/ (Attempt 1/3)
2025-06-23 09:25:30 | INFO | PID:19788 | xxxxxxxxxxxxxxxxxxxxxxxxx url_rewriter_para_request_worker xxxxxxxxxxxxxxxxxxxxxxxxx
