2025-06-24 09:55:13 | INFO | PID:13268 | Starting worker url_rewriter_para_request_worker for queue article-request-queue
2025-06-24 09:55:58 | INFO | PID:13268 | Making POST request to /message-service-api/ai-message/add/ (Attempt 1/3)
2025-06-24 09:57:46 | INFO | PID:13268 | Making update request to endpoint: /message-service-api/ai-message/update/a1d409b7-9194-43f2-a593-1d031a6fcf5c/b8cdf41c-60f0-471a-bfda-8028d0fe89a2/
2025-06-24 09:57:46 | INFO | PID:13268 | Successfully authenticated with API
2025-06-24 09:57:46 | INFO | PID:13268 | Making PATCH request to /message-service-api/ai-message/update/a1d409b7-9194-43f2-a593-1d031a6fcf5c/b8cdf41c-60f0-471a-bfda-8028d0fe89a2/ (Attempt 1/3)
2025-06-24 09:58:03 | INFO | PID:13268 | xxxxxxxxxxxxxxxxxxxxxxxxx url_rewriter_para_request_worker xxxxxxxxxxxxxxxxxxxxxxxxx
2025-06-24 09:58:03 | INFO | PID:13268 | Message processed in 149.03 seconds
2025-06-24 09:58:03 | INFO | PID:13268 | Message acknowledged
2025-06-24 09:58:08 | WARNING | PID:13268 | No open connection/channel: connecting...
2025-06-24 09:58:08 | INFO | PID:13268 | Successfully connected on attempt 1
2025-06-24 09:58:08 | INFO | PID:13268 | Consumer registered on queue: article-request-queue
2025-06-24 09:58:08 | INFO | PID:13268 | Starting consuming on article-request-queue
2025-06-24 10:09:54 | INFO | PID:1500 | Starting worker url_rewriter_para_request_worker for queue article-request-queue
2025-06-24 10:09:54 | INFO | PID:1500 | Created new channel
2025-06-24 10:09:54 | INFO | PID:1500 | Declared queue: article-request-queue
2025-06-24 10:09:54 | INFO | PID:1500 | Available workers: ['testworker', 'url_rewriter_para_request_worker', 'url_rewriter_para_response_worker']
2025-06-24 10:09:54 | INFO | PID:1500 | Found worker class: UrlRewriterParallelWorker
2025-06-24 10:09:54 | WARNING | PID:1500 | Detected localhost connection - disabling SSL verification for development
2025-06-24 10:09:54 | WARNING | PID:1500 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-24 10:09:54 | WARNING | PID:1500 | Detected localhost connection - disabling SSL verification for development
2025-06-24 10:09:54 | WARNING | PID:1500 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-24 10:09:54 | WARNING | PID:1500 | Detected localhost connection - disabling SSL verification for development
2025-06-24 10:09:54 | WARNING | PID:1500 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-24 10:09:54 | WARNING | PID:1500 | Detected localhost connection - disabling SSL verification for development
2025-06-24 10:09:54 | WARNING | PID:1500 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-24 10:09:54 | WARNING | PID:1500 | Detected localhost connection - disabling SSL verification for development
2025-06-24 10:09:54 | WARNING | PID:1500 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-24 10:09:54 | WARNING | PID:1500 | Detected localhost connection - disabling SSL verification for development
2025-06-24 10:09:54 | WARNING | PID:1500 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-24 10:09:54 | WARNING | PID:1500 | Detected localhost connection - disabling SSL verification for development
2025-06-24 10:09:54 | WARNING | PID:1500 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-24 10:09:54 | WARNING | PID:1500 | Detected localhost connection - disabling SSL verification for development
2025-06-24 10:09:54 | WARNING | PID:1500 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-24 10:09:54 | WARNING | PID:1500 | Detected localhost connection - disabling SSL verification for development
2025-06-24 10:09:54 | WARNING | PID:1500 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-24 10:09:54 | WARNING | PID:1500 | Detected localhost connection - disabling SSL verification for development
2025-06-24 10:09:54 | WARNING | PID:1500 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-24 10:09:54 | WARNING | PID:1500 | Detected localhost connection - disabling SSL verification for development
2025-06-24 10:09:54 | WARNING | PID:1500 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-24 10:09:54 | INFO | PID:1500 | Worker instance created
2025-06-24 10:09:54 | INFO | PID:1500 | Registered worker process 1500 in registry
2025-06-24 10:09:54 | INFO | PID:1500 | Starting consuming on article-request-queue
2025-06-24 10:09:55 | INFO | PID:1500 | Started url_rewriter_para_request_worker on queue: article-request-queue
2025-06-24 10:09:55 | INFO | PID:1500 | Started url_rewriter_para_request_worker with PID: 1500, queue: article-request-queue
2025-06-24 10:09:59 | WARNING | PID:1500 | No open connection/channel: connecting...
2025-06-24 10:09:59 | INFO | PID:1500 | Successfully connected on attempt 1
2025-06-24 10:09:59 | INFO | PID:1500 | Consumer registered on queue: article-request-queue
2025-06-24 10:09:59 | INFO | PID:1500 | Starting consuming on article-request-queue
2025-06-24 10:10:14 | INFO | PID:1500 | Processing message from queue: article-request-queue
2025-06-24 10:10:32 | INFO | PID:1500 | Successfully authenticated with API
2025-06-24 10:10:32 | INFO | PID:1500 | Making GET request to /api/article-type/replace-output-variable/ (Attempt 1/3)
2025-06-24 10:10:32 | INFO | PID:1500 | Successfully authenticated with API
2025-06-24 10:10:32 | INFO | PID:1500 | Making GET request to /api/supportive-prompt/replace-output-variable/ (Attempt 1/3)
2025-06-24 10:10:40 | INFO | PID:1500 | Successfully authenticated with API
2025-06-24 10:10:40 | INFO | PID:1500 | Making POST request to /message-service-api/ai-message/add/ (Attempt 1/3)
2025-06-24 10:11:13 | INFO | PID:1500 | Making update request to endpoint: /message-service-api/ai-message/update/a1d409b7-9194-43f2-a593-1d031a6fcf5c/831d0607-4e85-4ff7-81af-5071691f033b/
2025-06-24 10:11:13 | INFO | PID:1500 | Successfully authenticated with API
2025-06-24 10:11:13 | INFO | PID:1500 | Making PATCH request to /message-service-api/ai-message/update/a1d409b7-9194-43f2-a593-1d031a6fcf5c/831d0607-4e85-4ff7-81af-5071691f033b/ (Attempt 1/3)
2025-06-24 10:12:23 | INFO | PID:1500 | xxxxxxxxxxxxxxxxxxxxxxxxx url_rewriter_para_request_worker xxxxxxxxxxxxxxxxxxxxxxxxx
2025-06-24 10:12:23 | INFO | PID:1500 | Message processed in 129.24 seconds
2025-06-24 10:12:23 | INFO | PID:1500 | Message acknowledged
2025-06-24 10:12:28 | WARNING | PID:1500 | No open connection/channel: connecting...
2025-06-24 10:12:28 | INFO | PID:1500 | Successfully connected on attempt 1
2025-06-24 10:12:28 | INFO | PID:1500 | Consumer registered on queue: article-request-queue
2025-06-24 10:12:28 | INFO | PID:1500 | Starting consuming on article-request-queue
2025-06-24 10:37:33 | INFO | PID:24984 | Starting worker url_rewriter_para_request_worker for queue article-request-queue
2025-06-24 10:37:33 | INFO | PID:24984 | Created new channel
2025-06-24 10:37:33 | INFO | PID:24984 | Declared queue: article-request-queue
2025-06-24 10:37:33 | INFO | PID:24984 | Available workers: ['testworker', 'url_rewriter_para_request_worker', 'url_rewriter_para_response_worker']
2025-06-24 10:37:33 | INFO | PID:24984 | Found worker class: UrlRewriterParallelWorker
2025-06-24 10:37:34 | WARNING | PID:24984 | Detected localhost connection - disabling SSL verification for development
2025-06-24 10:37:34 | WARNING | PID:24984 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-24 10:37:34 | WARNING | PID:24984 | Detected localhost connection - disabling SSL verification for development
2025-06-24 10:37:34 | WARNING | PID:24984 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-24 10:37:34 | WARNING | PID:24984 | Detected localhost connection - disabling SSL verification for development
2025-06-24 10:37:34 | WARNING | PID:24984 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-24 10:37:34 | WARNING | PID:24984 | Detected localhost connection - disabling SSL verification for development
2025-06-24 10:37:34 | WARNING | PID:24984 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-24 10:37:34 | WARNING | PID:24984 | Detected localhost connection - disabling SSL verification for development
2025-06-24 10:37:34 | WARNING | PID:24984 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-24 10:37:34 | WARNING | PID:24984 | Detected localhost connection - disabling SSL verification for development
2025-06-24 10:37:34 | WARNING | PID:24984 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-24 10:37:34 | WARNING | PID:24984 | Detected localhost connection - disabling SSL verification for development
2025-06-24 10:37:34 | WARNING | PID:24984 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-24 10:37:34 | WARNING | PID:24984 | Detected localhost connection - disabling SSL verification for development
2025-06-24 10:37:34 | WARNING | PID:24984 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-24 10:37:34 | WARNING | PID:24984 | Detected localhost connection - disabling SSL verification for development
2025-06-24 10:37:34 | WARNING | PID:24984 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-24 10:37:34 | WARNING | PID:24984 | Detected localhost connection - disabling SSL verification for development
2025-06-24 10:37:34 | WARNING | PID:24984 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-24 10:37:34 | WARNING | PID:24984 | Detected localhost connection - disabling SSL verification for development
2025-06-24 10:37:34 | WARNING | PID:24984 | ⚠️  SSL verification is disabled - DO NOT use this in production!
2025-06-24 10:37:34 | INFO | PID:24984 | Worker instance created
2025-06-24 10:37:34 | INFO | PID:24984 | Registered worker process 24984 in registry
2025-06-24 10:37:34 | INFO | PID:24984 | Starting consuming on article-request-queue
2025-06-24 10:37:35 | INFO | PID:24984 | Started url_rewriter_para_request_worker on queue: article-request-queue
2025-06-24 10:37:35 | INFO | PID:24984 | Started url_rewriter_para_request_worker with PID: 24984, queue: article-request-queue
2025-06-24 10:37:39 | WARNING | PID:24984 | No open connection/channel: connecting...
2025-06-24 10:37:39 | INFO | PID:24984 | Successfully connected on attempt 1
2025-06-24 10:37:39 | INFO | PID:24984 | Consumer registered on queue: article-request-queue
2025-06-24 10:37:39 | INFO | PID:24984 | Starting consuming on article-request-queue
2025-06-24 10:37:54 | INFO | PID:24984 | Processing message from queue: article-request-queue
2025-06-24 10:38:11 | INFO | PID:24984 | Successfully authenticated with API
2025-06-24 10:38:11 | INFO | PID:24984 | Making GET request to /api/article-type/replace-output-variable/ (Attempt 1/3)
2025-06-24 10:38:12 | INFO | PID:24984 | Successfully authenticated with API
2025-06-24 10:38:12 | INFO | PID:24984 | Making GET request to /api/supportive-prompt/replace-output-variable/ (Attempt 1/3)
2025-06-24 10:38:24 | INFO | PID:24984 | Successfully authenticated with API
2025-06-24 10:38:24 | INFO | PID:24984 | Making POST request to /message-service-api/ai-message/add/ (Attempt 1/3)
2025-06-24 10:38:57 | INFO | PID:24984 | Making update request to endpoint: /message-service-api/ai-message/update/a1d409b7-9194-43f2-a593-1d031a6fcf5c/da3d8378-c144-4ed4-b3a5-aacae374d025/
2025-06-24 10:38:58 | INFO | PID:24984 | Successfully authenticated with API
2025-06-24 10:38:58 | INFO | PID:24984 | Making PATCH request to /message-service-api/ai-message/update/a1d409b7-9194-43f2-a593-1d031a6fcf5c/da3d8378-c144-4ed4-b3a5-aacae374d025/ (Attempt 1/3)
2025-06-24 10:40:05 | INFO | PID:24984 | xxxxxxxxxxxxxxxxxxxxxxxxx url_rewriter_para_request_worker xxxxxxxxxxxxxxxxxxxxxxxxx
2025-06-24 10:40:05 | INFO | PID:24984 | Message processed in 130.47 seconds
2025-06-24 10:40:05 | INFO | PID:24984 | Message acknowledged
2025-06-24 10:40:10 | WARNING | PID:24984 | No open connection/channel: connecting...
2025-06-24 10:40:10 | INFO | PID:24984 | Successfully connected on attempt 1
2025-06-24 10:40:10 | INFO | PID:24984 | Consumer registered on queue: article-request-queue
2025-06-24 10:40:10 | INFO | PID:24984 | Starting consuming on article-request-queue
