2025-05-26 10:59:57 | INFO | PID:12144 | Queue 'article-input-queue' created successfully
2025-05-26 11:06:53 | INFO | PID:9584 | Available workers: ['testworker', 'url_rewriter_para_worker']
2025-05-26 11:06:53 | INFO | PID:9584 | Found worker class: UrlRewriterParallelWorker
2025-05-26 11:06:53 | INFO | PID:9584 | Worker instance created
2025-05-26 11:06:53 | INFO | PID:9584 | Registered worker process 9584 in registry
2025-05-26 11:06:53 | INFO | PID:9584 | Starting consuming on article-input-queue
2025-05-26 11:06:54 | INFO | PID:9584 | Started url_rewriter_para_worker on queue: article-input-queue
2025-05-26 11:06:54 | INFO | PID:9584 | Started url_rewriter_para_worker with PID: 9584, queue: article-input-queue
2025-05-26 11:06:58 | WARNING | PID:9584 | No open connection/channel: connecting...
2025-05-26 11:06:58 | INFO | PID:9584 | Successfully connected on attempt 1
2025-05-26 11:06:58 | INFO | PID:9584 | Consumer registered on queue: article-input-queue
2025-05-26 11:06:58 | INFO | PID:9584 | Starting consuming on article-input-queue
2025-05-26 11:07:14 | INFO | PID:9584 | Processing message from queue: article-input-queue
2025-05-26 11:07:14 | INFO | PID:9584 | Processing message: {'message': {'articl_slug_id': '455d0700-4b47-41b8-9b16-ca7845129a6e', 'url': 'xxxx', 'wp_status': 'draft', 'article_status': 'initiate', 'wp_schedule_time': None, 'wp_author_id': None, 'wp_tag_id': ['3108933d-c6cf-401b-bb4e-01d6cd1dc0c9', '68707f06-4b67-46cc-8dcb-b4205d7095e8', 'ab7ac541-fcc0-462a-ab2d-0ac1afee0019'], 'is_category_selected_by_ai': True, 'is_category_generated_by_ai': True, 'is_tag_selected_by_ai': False, 'is_tag_generated_by_ai': True, 'is_author_selected_by_ai': True, 'is_meta_description_generated_by_ai': True, 'is_meta_keyword_generated_by_ai': True, 'is_meta_title_generated_by_ai': True, 'is_internal_links_generated_by_ai': True, 'is_external_links_generated_by_ai': True, 'prompt_id': {'prompt_slug_id': '4ef0224f-c88b-40e4-8d85-d14abbc51938', 'prompt_name': 'test', 'model': 'gpt-4', 'prompt_data': {'text': 'test'}, 'wordpress_prompt_json_data': {'supportive_prompt_test_id': '2b9bdbc7-ff9d-44b4-beee-85585631cf4d'}, 'article_type_id': {'article_type_slug_id': '8024d4c4-8344-49b1-b39f-79324024060c', 'category': 'url', 'article_category': 'rephrase', 'article_type_title': 'reper', 'article_type_description': 'reper', 'article_type_field_id': [{'article_type_field_slug_id': '8dbd1c5d-5246-4f50-8ee6-a1e9fb9092fc', 'article_type_field_label': 'text', 'article_type_field_name': 'text', 'article_type_field_type': 'text', 'article_type_field_placeholder': 'text', 'article_type_field_required': True}]}}, 'variables': [{'variable_slug_id': '8a2e11c2-8e5b-4f43-bf44-bf3db3ef9d53', 'name': 'dfgdfdf', 'value': 'dfgdfg', 'required': True}], 'domain_id': {'domain_slug_id': '25fca9b7-d9a3-42b9-be7b-eadf062716d6', 'domain_name': 'ronak-wolf.botxbyte.com', 'permalinks': '/%year%/%hour%/%postname%/'}, 'workspace_id': {'workspace_slug_id': '57dc902e-4449-4083-9b56-328eb9d16334', 'workspace_name': 'bxb-1'}}, 'timestamp': '2025-05-26T11:07:14.214515', 'message_id': 'e61cc21d-5b51-400d-8ab4-26b81f842336'}
2025-05-26 11:07:14 | INFO | PID:9584 | xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
2025-05-26 11:07:14 | INFO | PID:9584 | Message processed in 0.00 seconds
2025-05-26 11:07:14 | INFO | PID:9584 | Message acknowledged
2025-05-26 11:07:19 | WARNING | PID:9584 | No open connection/channel: connecting...
2025-05-26 11:07:19 | INFO | PID:9584 | Successfully connected on attempt 1
2025-05-26 11:07:19 | INFO | PID:9584 | Consumer registered on queue: article-input-queue
2025-05-26 11:07:19 | INFO | PID:9584 | Starting consuming on article-input-queue
2025-05-26 11:09:35 | INFO | PID:33276 | Starting worker url_rewriter_para_worker for queue article-input-queue
2025-05-26 11:09:35 | INFO | PID:33276 | Created new channel
2025-05-26 11:09:35 | INFO | PID:33276 | Declared queue: article-input-queue
2025-05-26 11:09:35 | INFO | PID:33276 | Available workers: ['testworker', 'url_rewriter_para_worker']
2025-05-26 11:09:35 | INFO | PID:33276 | Found worker class: UrlRewriterParallelWorker
2025-05-26 11:09:35 | INFO | PID:33276 | Worker instance created
2025-05-26 11:09:35 | INFO | PID:33276 | Registered worker process 33276 in registry
2025-05-26 11:09:35 | INFO | PID:33276 | Starting consuming on article-input-queue
2025-05-26 11:09:36 | INFO | PID:33276 | Started url_rewriter_para_worker on queue: article-input-queue
2025-05-26 11:09:36 | INFO | PID:33276 | Started url_rewriter_para_worker with PID: 33276, queue: article-input-queue
2025-05-26 11:09:40 | WARNING | PID:33276 | No open connection/channel: connecting...
2025-05-26 11:09:40 | INFO | PID:33276 | Successfully connected on attempt 1
2025-05-26 11:09:40 | INFO | PID:33276 | Consumer registered on queue: article-input-queue
2025-05-26 11:09:40 | INFO | PID:33276 | Starting consuming on article-input-queue
2025-05-26 11:09:55 | INFO | PID:33276 | Processing message from queue: article-input-queue
2025-05-26 11:09:55 | INFO | PID:33276 | Processing message: {'message': {'articl_slug_id': '455d0700-4b47-41b8-9b16-ca7845129a6e', 'url': 'xxxx', 'wp_status': 'draft', 'article_status': 'initiate', 'wp_schedule_time': None, 'wp_author_id': None, 'wp_tag_id': ['3108933d-c6cf-401b-bb4e-01d6cd1dc0c9', '68707f06-4b67-46cc-8dcb-b4205d7095e8', 'ab7ac541-fcc0-462a-ab2d-0ac1afee0019'], 'is_category_selected_by_ai': True, 'is_category_generated_by_ai': True, 'is_tag_selected_by_ai': False, 'is_tag_generated_by_ai': True, 'is_author_selected_by_ai': True, 'is_meta_description_generated_by_ai': True, 'is_meta_keyword_generated_by_ai': True, 'is_meta_title_generated_by_ai': True, 'is_internal_links_generated_by_ai': True, 'is_external_links_generated_by_ai': True, 'prompt_id': {'prompt_slug_id': '4ef0224f-c88b-40e4-8d85-d14abbc51938', 'prompt_name': 'test', 'model': 'gpt-4', 'prompt_data': {'text': 'test'}, 'wordpress_prompt_json_data': {'supportive_prompt_test_id': '2b9bdbc7-ff9d-44b4-beee-85585631cf4d'}, 'article_type_id': {'article_type_slug_id': '8024d4c4-8344-49b1-b39f-79324024060c', 'category': 'url', 'article_category': 'rephrase', 'article_type_title': 'reper', 'article_type_description': 'reper', 'article_type_field_id': [{'article_type_field_slug_id': '8dbd1c5d-5246-4f50-8ee6-a1e9fb9092fc', 'article_type_field_label': 'text', 'article_type_field_name': 'text', 'article_type_field_type': 'text', 'article_type_field_placeholder': 'text', 'article_type_field_required': True}]}}, 'variables': [{'variable_slug_id': '8a2e11c2-8e5b-4f43-bf44-bf3db3ef9d53', 'name': 'dfgdfdf', 'value': 'dfgdfg', 'required': True}], 'domain_id': {'domain_slug_id': '25fca9b7-d9a3-42b9-be7b-eadf062716d6', 'domain_name': 'ronak-wolf.botxbyte.com', 'permalinks': '/%year%/%hour%/%postname%/'}, 'workspace_id': {'workspace_slug_id': '57dc902e-4449-4083-9b56-328eb9d16334', 'workspace_name': 'bxb-1'}}, 'timestamp': '2025-05-26T11:09:55.012870', 'message_id': '461a7fb8-870b-44ea-ab22-6802a44e0581'}
2025-05-26 11:09:55 | INFO | PID:33276 | xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
2025-05-26 11:09:55 | INFO | PID:33276 | Message processed in 0.00 seconds
2025-05-26 11:09:55 | INFO | PID:33276 | Message acknowledged
2025-05-26 11:10:00 | WARNING | PID:33276 | No open connection/channel: connecting...
2025-05-26 11:10:00 | INFO | PID:33276 | Successfully connected on attempt 1
2025-05-26 11:10:00 | INFO | PID:33276 | Consumer registered on queue: article-input-queue
2025-05-26 11:10:00 | INFO | PID:33276 | Starting consuming on article-input-queue
2025-05-26 11:11:23 | INFO | PID:20264 | Starting worker url_rewriter_para_worker for queue article-input-queue
2025-05-26 11:11:23 | INFO | PID:20264 | Created new channel
2025-05-26 11:11:23 | INFO | PID:20264 | Declared queue: article-input-queue
2025-05-26 11:11:23 | INFO | PID:20264 | Available workers: ['testworker', 'url_rewriter_para_worker']
2025-05-26 11:11:23 | INFO | PID:20264 | Found worker class: UrlRewriterParallelWorker
2025-05-26 11:11:23 | INFO | PID:20264 | Worker instance created
2025-05-26 11:11:23 | INFO | PID:20264 | Registered worker process 20264 in registry
2025-05-26 11:11:23 | INFO | PID:20264 | Starting consuming on article-input-queue
2025-05-26 11:11:24 | INFO | PID:20264 | Started url_rewriter_para_worker on queue: article-input-queue
2025-05-26 11:11:24 | INFO | PID:20264 | Started url_rewriter_para_worker with PID: 20264, queue: article-input-queue
2025-05-26 11:11:28 | WARNING | PID:20264 | No open connection/channel: connecting...
2025-05-26 11:11:28 | INFO | PID:20264 | Successfully connected on attempt 1
2025-05-26 11:11:28 | INFO | PID:20264 | Consumer registered on queue: article-input-queue
2025-05-26 11:11:28 | INFO | PID:20264 | Starting consuming on article-input-queue
2025-05-26 11:11:45 | INFO | PID:20264 | Processing message from queue: article-input-queue
2025-05-26 11:11:45 | INFO | PID:20264 | Processing message: {'message': {'articl_slug_id': '455d0700-4b47-41b8-9b16-ca7845129a6e', 'url': 'xxxx', 'wp_status': 'draft', 'article_status': 'initiate', 'wp_schedule_time': None, 'wp_author_id': None, 'wp_tag_id': ['3108933d-c6cf-401b-bb4e-01d6cd1dc0c9', '68707f06-4b67-46cc-8dcb-b4205d7095e8', 'ab7ac541-fcc0-462a-ab2d-0ac1afee0019'], 'is_category_selected_by_ai': True, 'is_category_generated_by_ai': True, 'is_tag_selected_by_ai': False, 'is_tag_generated_by_ai': True, 'is_author_selected_by_ai': True, 'is_meta_description_generated_by_ai': True, 'is_meta_keyword_generated_by_ai': True, 'is_meta_title_generated_by_ai': True, 'is_internal_links_generated_by_ai': True, 'is_external_links_generated_by_ai': True, 'prompt_id': {'prompt_slug_id': '4ef0224f-c88b-40e4-8d85-d14abbc51938', 'prompt_name': 'test', 'model': 'gpt-4', 'prompt_data': {'text': 'test'}, 'wordpress_prompt_json_data': {'supportive_prompt_test_id': '2b9bdbc7-ff9d-44b4-beee-85585631cf4d'}, 'article_type_id': {'article_type_slug_id': '8024d4c4-8344-49b1-b39f-79324024060c', 'category': 'url', 'article_category': 'rephrase', 'article_type_title': 'reper', 'article_type_description': 'reper', 'article_type_field_id': [{'article_type_field_slug_id': '8dbd1c5d-5246-4f50-8ee6-a1e9fb9092fc', 'article_type_field_label': 'text', 'article_type_field_name': 'text', 'article_type_field_type': 'text', 'article_type_field_placeholder': 'text', 'article_type_field_required': True}]}}, 'variables': [{'variable_slug_id': '8a2e11c2-8e5b-4f43-bf44-bf3db3ef9d53', 'name': 'dfgdfdf', 'value': 'dfgdfg', 'required': True}], 'domain_id': {'domain_slug_id': '25fca9b7-d9a3-42b9-be7b-eadf062716d6', 'domain_name': 'ronak-wolf.botxbyte.com', 'permalinks': '/%year%/%hour%/%postname%/'}, 'workspace_id': {'workspace_slug_id': '57dc902e-4449-4083-9b56-328eb9d16334', 'workspace_name': 'bxb-1'}}, 'timestamp': '2025-05-26T11:11:45.821132', 'message_id': '16e2176e-9bcc-48b7-939f-16d9eb4e5776'}
2025-05-26 11:11:45 | INFO | PID:20264 | xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
2025-05-26 11:11:45 | INFO | PID:20264 | Message processed in 0.00 seconds
2025-05-26 11:11:45 | INFO | PID:20264 | Message acknowledged
2025-05-26 11:11:50 | WARNING | PID:20264 | No open connection/channel: connecting...
2025-05-26 11:11:50 | INFO | PID:20264 | Successfully connected on attempt 1
2025-05-26 11:11:50 | INFO | PID:20264 | Consumer registered on queue: article-input-queue
2025-05-26 11:11:50 | INFO | PID:20264 | Starting consuming on article-input-queue
2025-05-26 11:12:20 | INFO | PID:7220 | Starting worker url_rewriter_para_worker for queue article-input-queue
2025-05-26 11:12:20 | INFO | PID:7220 | Created new channel
2025-05-26 11:12:20 | INFO | PID:7220 | Declared queue: article-input-queue
2025-05-26 11:12:20 | INFO | PID:7220 | Available workers: ['testworker', 'url_rewriter_para_worker']
2025-05-26 11:12:20 | INFO | PID:7220 | Found worker class: UrlRewriterParallelWorker
2025-05-26 11:12:20 | INFO | PID:7220 | Worker instance created
2025-05-26 11:12:20 | INFO | PID:7220 | Registered worker process 7220 in registry
2025-05-26 11:12:20 | INFO | PID:7220 | Starting consuming on article-input-queue
2025-05-26 11:12:20 | INFO | PID:7220 | Started url_rewriter_para_worker on queue: article-input-queue
2025-05-26 11:12:20 | INFO | PID:7220 | Started url_rewriter_para_worker with PID: 7220, queue: article-input-queue
2025-05-26 11:12:25 | WARNING | PID:7220 | No open connection/channel: connecting...
2025-05-26 11:12:25 | INFO | PID:7220 | Successfully connected on attempt 1
2025-05-26 11:12:25 | INFO | PID:7220 | Consumer registered on queue: article-input-queue
2025-05-26 11:12:25 | INFO | PID:7220 | Starting consuming on article-input-queue
2025-05-26 11:12:36 | INFO | PID:7220 | Processing message from queue: article-input-queue
2025-05-26 11:12:36 | INFO | PID:7220 | Processing message: {'message': {'articl_slug_id': '455d0700-4b47-41b8-9b16-ca7845129a6e', 'url': 'xxxx', 'wp_status': 'draft', 'article_status': 'initiate', 'wp_schedule_time': None, 'wp_author_id': None, 'wp_tag_id': ['3108933d-c6cf-401b-bb4e-01d6cd1dc0c9', '68707f06-4b67-46cc-8dcb-b4205d7095e8', 'ab7ac541-fcc0-462a-ab2d-0ac1afee0019'], 'is_category_selected_by_ai': True, 'is_category_generated_by_ai': True, 'is_tag_selected_by_ai': False, 'is_tag_generated_by_ai': True, 'is_author_selected_by_ai': True, 'is_meta_description_generated_by_ai': True, 'is_meta_keyword_generated_by_ai': True, 'is_meta_title_generated_by_ai': True, 'is_internal_links_generated_by_ai': True, 'is_external_links_generated_by_ai': True, 'prompt_id': {'prompt_slug_id': '4ef0224f-c88b-40e4-8d85-d14abbc51938', 'prompt_name': 'test', 'model': 'gpt-4', 'prompt_data': {'text': 'test'}, 'wordpress_prompt_json_data': {'supportive_prompt_test_id': '2b9bdbc7-ff9d-44b4-beee-85585631cf4d'}, 'article_type_id': {'article_type_slug_id': '8024d4c4-8344-49b1-b39f-79324024060c', 'category': 'url', 'article_category': 'rephrase', 'article_type_title': 'reper', 'article_type_description': 'reper', 'article_type_field_id': [{'article_type_field_slug_id': '8dbd1c5d-5246-4f50-8ee6-a1e9fb9092fc', 'article_type_field_label': 'text', 'article_type_field_name': 'text', 'article_type_field_type': 'text', 'article_type_field_placeholder': 'text', 'article_type_field_required': True}]}}, 'variables': [{'variable_slug_id': '8a2e11c2-8e5b-4f43-bf44-bf3db3ef9d53', 'name': 'dfgdfdf', 'value': 'dfgdfg', 'required': True}], 'domain_id': {'domain_slug_id': '25fca9b7-d9a3-42b9-be7b-eadf062716d6', 'domain_name': 'ronak-wolf.botxbyte.com', 'permalinks': '/%year%/%hour%/%postname%/'}, 'workspace_id': {'workspace_slug_id': '57dc902e-4449-4083-9b56-328eb9d16334', 'workspace_name': 'bxb-1'}}, 'timestamp': '2025-05-26T11:12:36.607903', 'message_id': '8c9afb47-3e54-48b0-b2ab-5d605987690e'}
2025-05-26 11:12:36 | INFO | PID:7220 | xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
2025-05-26 11:12:36 | INFO | PID:7220 | Message processed in 0.00 seconds
2025-05-26 11:12:36 | INFO | PID:7220 | Message acknowledged
2025-05-26 11:12:41 | WARNING | PID:7220 | No open connection/channel: connecting...
2025-05-26 11:12:41 | INFO | PID:7220 | Successfully connected on attempt 1
2025-05-26 11:12:41 | INFO | PID:7220 | Consumer registered on queue: article-input-queue
2025-05-26 11:12:41 | INFO | PID:7220 | Starting consuming on article-input-queue
2025-05-26 11:16:46 | INFO | PID:32908 | Starting worker url_rewriter_para_worker for queue article-input-queue
2025-05-26 11:16:46 | INFO | PID:32908 | Created new channel
2025-05-26 11:16:46 | INFO | PID:32908 | Declared queue: article-input-queue
2025-05-26 11:16:46 | INFO | PID:32908 | Available workers: ['testworker', 'url_rewriter_para_worker']
2025-05-26 11:16:46 | INFO | PID:32908 | Found worker class: UrlRewriterParallelWorker
2025-05-26 11:16:46 | INFO | PID:32908 | Worker instance created
2025-05-26 11:16:46 | INFO | PID:32908 | Registered worker process 32908 in registry
2025-05-26 11:16:46 | INFO | PID:32908 | Starting consuming on article-input-queue
2025-05-26 11:16:47 | INFO | PID:32908 | Started url_rewriter_para_worker on queue: article-input-queue
2025-05-26 11:16:47 | INFO | PID:32908 | Started url_rewriter_para_worker with PID: 32908, queue: article-input-queue
2025-05-26 11:16:51 | WARNING | PID:32908 | No open connection/channel: connecting...
2025-05-26 11:16:51 | INFO | PID:32908 | Successfully connected on attempt 1
2025-05-26 11:16:51 | INFO | PID:32908 | Consumer registered on queue: article-input-queue
2025-05-26 11:16:51 | INFO | PID:32908 | Starting consuming on article-input-queue
2025-05-26 11:17:13 | INFO | PID:32908 | Processing message from queue: article-input-queue
2025-05-26 11:17:13 | INFO | PID:32908 | Processing message: {'message': {'articl_slug_id': '455d0700-4b47-41b8-9b16-ca7845129a6e', 'url': 'xxxx', 'wp_status': 'draft', 'article_status': 'initiate', 'wp_schedule_time': None, 'wp_author_id': None, 'wp_tag_id': ['3108933d-c6cf-401b-bb4e-01d6cd1dc0c9', '68707f06-4b67-46cc-8dcb-b4205d7095e8', 'ab7ac541-fcc0-462a-ab2d-0ac1afee0019'], 'is_category_selected_by_ai': True, 'is_category_generated_by_ai': True, 'is_tag_selected_by_ai': False, 'is_tag_generated_by_ai': True, 'is_author_selected_by_ai': True, 'is_meta_description_generated_by_ai': True, 'is_meta_keyword_generated_by_ai': True, 'is_meta_title_generated_by_ai': True, 'is_internal_links_generated_by_ai': True, 'is_external_links_generated_by_ai': True, 'prompt_id': {'prompt_slug_id': '4ef0224f-c88b-40e4-8d85-d14abbc51938', 'prompt_name': 'test', 'model': 'gpt-4', 'prompt_data': {'text': 'test'}, 'wordpress_prompt_json_data': {'supportive_prompt_test_id': '2b9bdbc7-ff9d-44b4-beee-85585631cf4d'}, 'article_type_id': {'article_type_slug_id': '8024d4c4-8344-49b1-b39f-79324024060c', 'category': 'url', 'article_category': 'rephrase', 'article_type_title': 'reper', 'article_type_description': 'reper', 'article_type_field_id': [{'article_type_field_slug_id': '8dbd1c5d-5246-4f50-8ee6-a1e9fb9092fc', 'article_type_field_label': 'text', 'article_type_field_name': 'text', 'article_type_field_type': 'text', 'article_type_field_placeholder': 'text', 'article_type_field_required': True}]}}, 'variables': [{'variable_slug_id': '8a2e11c2-8e5b-4f43-bf44-bf3db3ef9d53', 'name': 'dfgdfdf', 'value': 'dfgdfg', 'required': True}], 'domain_id': {'domain_slug_id': '25fca9b7-d9a3-42b9-be7b-eadf062716d6', 'domain_name': 'ronak-wolf.botxbyte.com', 'permalinks': '/%year%/%hour%/%postname%/'}, 'workspace_id': {'workspace_slug_id': '57dc902e-4449-4083-9b56-328eb9d16334', 'workspace_name': 'bxb-1'}}, 'timestamp': '2025-05-26T11:17:13.704870', 'message_id': '8a239f4e-0aa2-4b06-a1b1-f4547b43e537'}
2025-05-26 11:17:13 | ERROR | PID:32908 | Login error: HTTPSConnectionPool(host='127.0.0.1', port=8000): Max retries exceeded with url: /api/login/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:997)')))
2025-05-26 11:17:13 | INFO | PID:32908 | xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
2025-05-26 11:17:13 | INFO | PID:32908 | Message processed in 0.07 seconds
2025-05-26 11:17:13 | INFO | PID:32908 | Message acknowledged
2025-05-26 11:17:18 | WARNING | PID:32908 | No open connection/channel: connecting...
2025-05-26 11:17:18 | INFO | PID:32908 | Successfully connected on attempt 1
2025-05-26 11:17:18 | INFO | PID:32908 | Consumer registered on queue: article-input-queue
2025-05-26 11:17:18 | INFO | PID:32908 | Starting consuming on article-input-queue
2025-05-26 11:19:29 | INFO | PID:25608 | Starting worker url_rewriter_para_worker for queue article-input-queue
2025-05-26 11:19:30 | INFO | PID:25608 | Created new channel
2025-05-26 11:19:30 | INFO | PID:25608 | Declared queue: article-input-queue
2025-05-26 11:19:30 | INFO | PID:25608 | Available workers: ['testworker', 'url_rewriter_para_worker']
2025-05-26 11:19:30 | INFO | PID:25608 | Found worker class: UrlRewriterParallelWorker
2025-05-26 11:19:30 | INFO | PID:25608 | Worker instance created
2025-05-26 11:19:30 | INFO | PID:25608 | Registered worker process 25608 in registry
2025-05-26 11:19:30 | INFO | PID:25608 | Starting consuming on article-input-queue
2025-05-26 11:19:31 | INFO | PID:25608 | Started url_rewriter_para_worker on queue: article-input-queue
2025-05-26 11:19:31 | INFO | PID:25608 | Started url_rewriter_para_worker with PID: 25608, queue: article-input-queue
2025-05-26 11:19:35 | WARNING | PID:25608 | No open connection/channel: connecting...
2025-05-26 11:19:35 | INFO | PID:25608 | Successfully connected on attempt 1
2025-05-26 11:19:35 | INFO | PID:25608 | Consumer registered on queue: article-input-queue
2025-05-26 11:19:35 | INFO | PID:25608 | Starting consuming on article-input-queue
2025-05-26 11:19:51 | INFO | PID:25608 | Processing message from queue: article-input-queue
