2025-04-10 10:11:33 | ERROR | PID:30464 | Error loading worker module url_rewriter_para_worker: cannot import name 'ScraperService' from 'app.workers.worker_url_rewriter_para.scraper_lmabda' (C:\Users\DELL\Desktop\botxbyte\rabbitmq-flask-service-main\app\workers\worker_url_rewriter_para\scraper_lmabda.py)
2025-04-10 11:01:33 | INFO | PID:16104 | Found 0 existing workers for url_rewriter_para_worker on article-input-queue
2025-04-10 11:01:36 | INFO | PID:16104 | Started worker process 25480
2025-04-10 11:33:46 | INFO | PID:28532 | Found 0 existing workers for url_rewriter_para_worker on article-input-queue
2025-04-10 11:33:49 | INFO | PID:28532 | Started worker process 22872
2025-04-10 11:38:59 | INFO | PID:27796 | Found 0 existing workers for url_rewriter_para_worker on article-input-queue
2025-04-10 11:39:02 | INFO | PID:27796 | Started worker process 2064
2025-04-10 11:40:05 | INFO | PID:11160 | Found 0 existing workers for url_rewriter_para_worker on article-input-queue
2025-04-10 11:40:08 | INFO | PID:11160 | Started worker process 22856
2025-04-10 11:41:52 | INFO | PID:17320 | Found 0 existing workers for url_rewriter_para_worker on article-input-queue
2025-04-10 11:41:55 | INFO | PID:17320 | Started worker process 11772
2025-04-10 11:44:03 | INFO | PID:4748 | Found 0 existing workers for url_rewriter_para_worker on article-input-queue
2025-04-10 11:44:06 | INFO | PID:4748 | Started worker process 9300
2025-04-10 11:49:02 | INFO | PID:1968 | Found 0 existing workers for url_rewriter_para_worker on article-input-queue
2025-04-10 11:49:05 | INFO | PID:1968 | Started worker process 14228
2025-04-10 11:50:39 | INFO | PID:11608 | Found 0 existing workers for url_rewriter_para_worker on article-input-queue
2025-04-10 11:50:42 | INFO | PID:11608 | Started worker process 7072
2025-04-10 11:55:00 | INFO | PID:10704 | Found 0 existing workers for url_rewriter_para_worker on article-input-queue
2025-04-10 11:55:03 | INFO | PID:10704 | Started worker process 30368
2025-04-10 11:57:13 | INFO | PID:6296 | Found 0 existing workers for url_rewriter_para_worker on article-input-queue
2025-04-10 11:57:16 | INFO | PID:6296 | Started worker process 21868
2025-04-10 12:02:53 | INFO | PID:1972 | Found 0 existing workers for url_rewriter_para_worker on article-input-queue
2025-04-10 12:02:56 | INFO | PID:1972 | Started worker process 27580
2025-04-10 12:04:17 | INFO | PID:30076 | Found 0 existing workers for url_rewriter_para_worker on article-input-queue
2025-04-10 12:04:20 | INFO | PID:30076 | Started worker process 28376
2025-04-10 12:06:54 | INFO | PID:7928 | Found 0 existing workers for url_rewriter_para_worker on article-input-queue
2025-04-10 12:06:57 | INFO | PID:7928 | Started worker process 29928
2025-04-10 12:11:05 | INFO | PID:19060 | Found 0 existing workers for url_rewriter_para_worker on article-input-queue
2025-04-10 12:11:08 | INFO | PID:19060 | Started worker process 20444
2025-04-10 12:13:01 | INFO | PID:2008 | Found 0 existing workers for url_rewriter_para_worker on article-input-queue
2025-04-10 12:13:04 | INFO | PID:2008 | Started worker process 1848
2025-04-10 12:16:20 | INFO | PID:26248 | Found 0 existing workers for url_rewriter_para_worker on article-input-queue
2025-04-10 12:16:23 | INFO | PID:26248 | Started worker process 15580
2025-04-10 12:18:22 | INFO | PID:26340 | Found 0 existing workers for url_rewriter_para_worker on article-input-queue
2025-04-10 12:18:25 | INFO | PID:26340 | Started worker process 9256
2025-04-10 12:42:23 | INFO | PID:26204 | Found 0 existing workers for url_rewriter_para_worker on article-input-queue
2025-04-10 12:42:26 | INFO | PID:26204 | Started worker process 13556
